Name,Formula,RT,MainPositiveAdduct,MainNegativeAdduct,InChI,KEGG,CAS,PubChem,ChemSpider,UserId,BioCyc,HMDB,Metlin,LipidMaps,
"PGP(15:0/19:iso)","C40H80O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H80O13P2/c1-4-5-6-7-8-9-10-15-18-21-24-27-30-39(42)49-34-38(35-52-55(47,48)51-33-37(41)32-50-54(44,45)46)53-40(43)31-28-25-22-19-16-13-11-12-14-17-20-23-26-29-36(2)3/h36-38,41H,4-35H2,1-3H3,(H,47,48)(H2,44,45,46)/t37-,38+/m0/s1",,,,,,,,,,
"PGP(15:0cyclo/10:0(3-OH))","C31H60O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C31H60O14P2/c1-3-5-7-9-13-17-27(32)20-31(35)45-29(24-44-47(39,40)43-22-28(33)21-42-46(36,37)38)23-41-30(34)18-14-11-8-10-12-16-26-19-25(26)15-6-4-2/h25-29,32-33H,3-24H2,1-2H3,(H,39,40)(H2,36,37,38)/t25?,26?,27?,28-,29-/m1/s1",,,,,,,,,,
"PGP(15:0cyclo/12:0(3-OH))","C33H64O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C33H64O14P2/c1-3-5-7-8-9-12-15-19-29(34)22-33(37)47-31(26-46-49(41,42)45-24-30(35)23-44-48(38,39)40)25-43-32(36)20-16-13-10-11-14-18-28-21-27(28)17-6-4-2/h27-31,34-35H,3-26H2,1-2H3,(H,41,42)(H2,38,39,40)/t27?,28?,29?,30-,31-/m1/s1",,,,,,,,,,
"PGP(15:0cyclo/14:0(3-OH))","C35H68O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H68O14P2/c1-3-5-7-8-9-10-11-14-17-21-31(36)24-35(39)49-33(28-48-51(43,44)47-26-32(37)25-46-50(40,41)42)27-45-34(38)22-18-15-12-13-16-20-30-23-29(30)19-6-4-2/h29-33,36-37H,3-28H2,1-2H3,(H,43,44)(H2,40,41,42)/t29?,30?,31?,32-,33-/m1/s1",,,,,,,,,,
"PGP(15:0cyclo/14:0)","C35H68O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H68O13P2/c1-3-5-7-8-9-10-11-12-13-16-20-24-35(38)48-33(29-47-50(42,43)46-27-32(36)26-45-49(39,40)41)28-44-34(37)23-19-17-14-15-18-22-31-25-30(31)21-6-4-2/h30-33,36H,3-29H2,1-2H3,(H,42,43)(H2,39,40,41)/t30?,31?,32-,33-/m1/s1",,,,,,,,,,
"PGP(15:0cyclo/15:0cyclo)","C36H68O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H68O13P2/c1-3-5-17-29-23-31(29)19-13-9-7-11-15-21-35(38)45-27-34(28-48-51(43,44)47-26-33(37)25-46-50(40,41)42)49-36(39)22-16-12-8-10-14-20-32-24-30(32)18-6-4-2/h29-34,37H,3-28H2,1-2H3,(H,43,44)(H2,40,41,42)/t29?,30?,31?,32?,33-,34-/m1/s1",,,,,,,,,,
"PGP(15:0cyclo/16:0)","C37H72O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H72O13P2/c1-3-5-7-8-9-10-11-12-13-14-15-18-22-26-37(40)50-35(31-49-52(44,45)48-29-34(38)28-47-51(41,42)43)30-46-36(39)25-21-19-16-17-20-24-33-27-32(33)23-6-4-2/h32-35,38H,3-31H2,1-2H3,(H,44,45)(H2,41,42,43)/t32?,33?,34-,35-/m1/s1",,,,,,,,,,
"PGP(15:0cyclo/17:0cycw7c)","C38H72O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C38H72O13P2/c1-3-5-7-14-20-33-26-34(33)22-16-11-9-13-18-24-38(41)51-36(30-50-53(45,46)49-28-35(39)27-48-52(42,43)44)29-47-37(40)23-17-12-8-10-15-21-32-25-31(32)19-6-4-2/h31-36,39H,3-30H2,1-2H3,(H,45,46)(H2,42,43,44)/t31?,32?,33?,34?,35-,36-/m1/s1",,,,,,,,,,
"PGP(15:0cyclo/19:0cycv8c)","C40H76O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H76O13P2/c1-3-5-7-16-22-35-28-36(35)24-17-12-9-8-10-14-20-26-40(43)53-38(32-52-55(47,48)51-30-37(41)29-50-54(44,45)46)31-49-39(42)25-19-15-11-13-18-23-34-27-33(34)21-6-4-2/h33-38,41H,3-32H2,1-2H3,(H,47,48)(H2,44,45,46)/t33?,34?,35?,36?,37-,38-",,,,,,,,,,
"PGP(15:0cyclo/19:iso)","C40H78O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H78O13P2/c1-4-5-25-35-29-36(35)26-21-17-15-19-22-27-39(42)49-32-38(33-52-55(47,48)51-31-37(41)30-50-54(44,45)46)53-40(43)28-23-18-14-12-10-8-6-7-9-11-13-16-20-24-34(2)3/h34-38,41H,4-33H2,1-3H3,(H,47,48)(H2,44,45,46)/t35?,36?,37-,38+/m0/s1",,,,,,,,,,
"PGP(16:0/10:0(3-OH))","C32H64O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C32H64O14P2/c1-3-5-7-9-10-11-12-13-14-15-16-18-20-22-31(35)42-26-30(46-32(36)23-28(33)21-19-17-8-6-4-2)27-45-48(40,41)44-25-29(34)24-43-47(37,38)39/h28-30,33-34H,3-27H2,1-2H3,(H,40,41)(H2,37,38,39)/t28?,29-,30-/m1/s1",,,,,,,,,,
"PGP(16:0/12:0(3-OH))","C34H68O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H68O14P2/c1-3-5-7-9-11-12-13-14-15-16-18-20-22-24-33(37)44-28-32(29-47-50(42,43)46-27-31(36)26-45-49(39,40)41)48-34(38)25-30(35)23-21-19-17-10-8-6-4-2/h30-32,35-36H,3-29H2,1-2H3,(H,42,43)(H2,39,40,41)/t30?,31-,32-/m1/s1",,,,,,,,,,
"PGP(16:0/14:0(3-OH))","C36H72O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H72O14P2/c1-3-5-7-9-11-13-14-15-16-18-20-22-24-26-35(39)46-30-34(31-49-52(44,45)48-29-33(38)28-47-51(41,42)43)50-36(40)27-32(37)25-23-21-19-17-12-10-8-6-4-2/h32-34,37-38H,3-31H2,1-2H3,(H,44,45)(H2,41,42,43)/t32?,33-,34-/m1/s1",,,,,,,,,,
"PGP(16:0/17:0cycw7c)","C39H76O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H76O13P2/c1-3-5-7-9-10-11-12-13-14-15-16-19-23-27-38(41)48-32-37(33-51-54(46,47)50-31-36(40)30-49-53(43,44)45)52-39(42)28-24-20-17-18-22-26-35-29-34(35)25-21-8-6-4-2/h34-37,40H,3-33H2,1-2H3,(H,46,47)(H2,43,44,45)/t34?,35?,36-,37-/m1/s1",,,,,,,,,,
"PGP(16:0/19:0cycw8c)","C41H80O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H80O13P2/c1-3-5-7-9-10-11-12-13-14-15-16-21-25-29-40(43)50-34-39(35-53-56(48,49)52-33-38(42)32-51-55(45,46)47)54-41(44)30-26-22-18-17-20-24-28-37-31-36(37)27-23-19-8-6-4-2/h36-39,42H,3-35H2,1-2H3,(H,48,49)(H2,45,46,47)/t36?,37?,38-,39-/m1/s1",,,,,,,,,,
"PGP(16:0/19:iso)","C41H82O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H82O13P2/c1-4-5-6-7-8-9-10-12-16-19-22-25-28-31-40(43)50-35-39(36-53-56(48,49)52-34-38(42)33-51-55(45,46)47)54-41(44)32-29-26-23-20-17-14-11-13-15-18-21-24-27-30-37(2)3/h37-39,42H,4-36H2,1-3H3,(H,48,49)(H2,45,46,47)/t38-,39+/m0/s1",,,,,,,,,,
"PGP(16:1(9Z)/10:0(3-OH))","C32H62O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C32H62O14P2/c1-3-5-7-9-10-11-12-13-14-15-16-18-20-22-31(35)42-26-30(46-32(36)23-28(33)21-19-17-8-6-4-2)27-45-48(40,41)44-25-29(34)24-43-47(37,38)39/h11-12,28-30,33-34H,3-10,13-27H2,1-2H3,(H,40,41)(H2,37,38,39)/b12-11-/t28?,29-,30-/m1/s1",,,,,,,,,,
"PGP(16:1(9Z)/12:0(3-OH))","C34H66O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H66O14P2/c1-3-5-7-9-11-12-13-14-15-16-18-20-22-24-33(37)44-28-32(29-47-50(42,43)46-27-31(36)26-45-49(39,40)41)48-34(38)25-30(35)23-21-19-17-10-8-6-4-2/h12-13,30-32,35-36H,3-11,14-29H2,1-2H3,(H,42,43)(H2,39,40,41)/b13-12-/t30?,31-,32-/m1/s1",,,,,,,,,,
"PGP(16:1(9Z)/14:0(3-OH))","C36H70O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H70O14P2/c1-3-5-7-9-11-13-14-15-16-18-20-22-24-26-35(39)46-30-34(31-49-52(44,45)48-29-33(38)28-47-51(41,42)43)50-36(40)27-32(37)25-23-21-19-17-12-10-8-6-4-2/h13-14,32-34,37-38H,3-12,15-31H2,1-2H3,(H,44,45)(H2,41,42,43)/b14-13-/t32?,33-,34-/m1/",,,,,,,,,,
"PGP(16:1(9Z)/19:0cycv8c)","C41H78O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H78O13P2/c1-3-5-7-9-10-11-12-13-14-15-18-21-25-29-40(43)50-34-39(35-53-56(48,49)52-33-38(42)32-51-55(45,46)47)54-41(44)30-26-22-19-16-17-20-24-28-37-31-36(37)27-23-8-6-4-2/h11-12,36-39,42H,3-10,13-35H2,1-2H3,(H,48,49)(H2,45,46,47)/b12-11-/t36?",,,,,,,,,,
"PGP(16:1(9Z)/19:iso)","C41H80O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H80O13P2/c1-4-5-6-7-8-9-10-12-16-19-22-25-28-31-40(43)50-35-39(36-53-56(48,49)52-34-38(42)33-51-55(45,46)47)54-41(44)32-29-26-23-20-17-14-11-13-15-18-21-24-27-30-37(2)3/h9-10,37-39,42H,4-8,11-36H2,1-3H3,(H,48,49)(H2,45,46,47)/b10-9-/t38-,39+/m",,,,,,,,,,
"PGP(17:0cycw7c/10:0(3-OH))","C33H64O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C33H64O14P2/c1-3-5-7-10-15-19-29(34)22-33(37)47-31(26-46-49(41,42)45-24-30(35)23-44-48(38,39)40)25-43-32(36)20-16-12-9-11-14-18-28-21-27(28)17-13-8-6-4-2/h27-31,34-35H,3-26H2,1-2H3,(H,41,42)(H2,38,39,40)/t27?,28?,29?,30-,31-/m1/s1",,,,,,,,,,
"PGP(17:0cycw7c/12:0(3-OH))","C35H68O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H68O14P2/c1-3-5-7-9-10-13-17-21-31(36)24-35(39)49-33(28-48-51(43,44)47-26-32(37)25-46-50(40,41)42)27-45-34(38)22-18-14-11-12-16-20-30-23-29(30)19-15-8-6-4-2/h29-33,36-37H,3-28H2,1-2H3,(H,43,44)(H2,40,41,42)/t29?,30?,31?,32-,33-/m1/s1",,,,,,,,,,
"PGP(17:0cycw7c/14:0(3-OH))","C37H72O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H72O14P2/c1-3-5-7-9-10-11-12-15-19-23-33(38)26-37(41)51-35(30-50-53(45,46)49-28-34(39)27-48-52(42,43)44)29-47-36(40)24-20-16-13-14-18-22-32-25-31(32)21-17-8-6-4-2/h31-35,38-39H,3-30H2,1-2H3,(H,45,46)(H2,42,43,44)/t31?,32?,33?,34-,35-/m1/s1",,,,,,,,,,
"PGP(17:0cycw7c/14:0)","C37H72O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H72O13P2/c1-3-5-7-9-10-11-12-13-14-17-22-26-37(40)50-35(31-49-52(44,45)48-29-34(38)28-47-51(41,42)43)30-46-36(39)25-21-18-15-16-20-24-33-27-32(33)23-19-8-6-4-2/h32-35,38H,3-31H2,1-2H3,(H,44,45)(H2,41,42,43)/t32?,33?,34-,35-/m1/s1",,,,,,,,,,
"PGP(17:0cycw7c/16:0)","C39H76O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H76O13P2/c1-3-5-7-9-10-11-12-13-14-15-16-19-24-28-39(42)52-37(33-51-54(46,47)50-31-36(40)30-49-53(43,44)45)32-48-38(41)27-23-20-17-18-22-26-35-29-34(35)25-21-8-6-4-2/h34-37,40H,3-33H2,1-2H3,(H,46,47)(H2,43,44,45)/t34?,35?,36-,37-/m1/s1",,,,,,,,,,
"PGP(17:0cycw7c/17:0cycw7c)","C40H76O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H76O13P2/c1-3-5-7-15-21-33-27-35(33)23-17-11-9-13-19-25-39(42)49-31-38(32-52-55(47,48)51-30-37(41)29-50-54(44,45)46)53-40(43)26-20-14-10-12-18-24-36-28-34(36)22-16-8-6-4-2/h33-38,41H,3-32H2,1-2H3,(H,47,48)(H2,44,45,46)/t33?,34?,35?,36?,37-,38-",,,,,,,,,,
"PGP(17:0cycw7c/18:1(9Z))","C41H78O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H78O13P2/c1-3-5-7-9-10-11-12-13-14-15-16-17-18-21-26-30-41(44)54-39(35-53-56(48,49)52-33-38(42)32-51-55(45,46)47)34-50-40(43)29-25-22-19-20-24-28-37-31-36(37)27-23-8-6-4-2/h13-14,36-39,42H,3-12,15-35H2,1-2H3,(H,48,49)(H2,45,46,47)/b14-13-/t36?",,,,,,,,,,
"PGP(18:1(9Z)/10:0(3-OH))","C34H66O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H66O14P2/c1-3-5-7-9-10-11-12-13-14-15-16-17-18-20-22-24-33(37)44-28-32(48-34(38)25-30(35)23-21-19-8-6-4-2)29-47-50(42,43)46-27-31(36)26-45-49(39,40)41/h13-14,30-32,35-36H,3-12,15-29H2,1-2H3,(H,42,43)(H2,39,40,41)/b14-13-/t30?,31-,32-/m1/s1",,,,,,,,,,
"PGP(18:1(9Z)/12:0(3-OH))","C36H70O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H70O14P2/c1-3-5-7-9-11-12-13-14-15-16-17-18-20-22-24-26-35(39)46-30-34(31-49-52(44,45)48-29-33(38)28-47-51(41,42)43)50-36(40)27-32(37)25-23-21-19-10-8-6-4-2/h14-15,32-34,37-38H,3-13,16-31H2,1-2H3,(H,44,45)(H2,41,42,43)/b15-14-/t32?,33-,34-/m1/",,,,,,,,,,
"PGP(18:1(9Z)/17:0cycw7c)","C41H78O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H78O13P2/c1-3-5-7-9-10-11-12-13-14-15-16-17-18-21-25-29-40(43)50-34-39(35-53-56(48,49)52-33-38(42)32-51-55(45,46)47)54-41(44)30-26-22-19-20-24-28-37-31-36(37)27-23-8-6-4-2/h13-14,36-39,42H,3-12,15-35H2,1-2H3,(H,48,49)(H2,45,46,47)/b14-13-/t36?",,,,,,,,,,
"PGP(18:1(9Z)/19:iso)","C43H84O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C43H84O13P2/c1-4-5-6-7-8-9-10-11-12-15-18-21-24-27-30-33-42(45)52-37-41(38-55-58(50,51)54-36-40(44)35-53-57(47,48)49)56-43(46)34-31-28-25-22-19-16-13-14-17-20-23-26-29-32-39(2)3/h11-12,39-41,44H,4-10,13-38H2,1-3H3,(H,50,51)(H2,47,48,49)/b12-11-/t",,,,,,,,,,
"PGP(19:0cycv8c/10:0(3-OH))","C35H68O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H68O14P2/c1-3-5-7-12-17-21-31(36)24-35(39)49-33(28-48-51(43,44)47-26-32(37)25-46-50(40,41)42)27-45-34(38)22-18-14-11-9-10-13-16-20-30-23-29(30)19-15-8-6-4-2/h29-33,36-37H,3-28H2,1-2H3,(H,43,44)(H2,40,41,42)/t29?,30?,31?,32-,33-/m1/s1",,,,,,,,,,
"PGP(19:0cycv8c/12:0(3-OH))","C37H72O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H72O14P2/c1-3-5-7-9-11-15-19-23-33(38)26-37(41)51-35(30-50-53(45,46)49-28-34(39)27-48-52(42,43)44)29-47-36(40)24-20-16-13-10-12-14-18-22-32-25-31(32)21-17-8-6-4-2/h31-35,38-39H,3-30H2,1-2H3,(H,45,46)(H2,42,43,44)/t31?,32?,33?,34-,35-/m1/s1",,,,,,,,,,
"PGP(19:0cycv8c/14:0(3-OH))","C39H76O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H76O14P2/c1-3-5-7-9-10-11-14-17-21-25-35(40)28-39(43)53-37(32-52-55(47,48)51-30-36(41)29-50-54(44,45)46)31-49-38(42)26-22-18-15-12-13-16-20-24-34-27-33(34)23-19-8-6-4-2/h33-37,40-41H,3-32H2,1-2H3,(H,47,48)(H2,44,45,46)/t33?,34?,35?,36-,37-/m1/",,,,,,,,,,
"PGP(19:0cycv8c/14:0)","C39H76O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H76O13P2/c1-3-5-7-9-10-11-12-13-16-20-24-28-39(42)52-37(33-51-54(46,47)50-31-36(40)30-49-53(43,44)45)32-48-38(41)27-23-19-17-14-15-18-22-26-35-29-34(35)25-21-8-6-4-2/h34-37,40H,3-33H2,1-2H3,(H,46,47)(H2,43,44,45)/t34?,35?,36-,37-/m1/s1",,,,,,,,,,
"PGP(19:0cycv8c/15:0cyclo)","C40H76O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H76O13P2/c1-3-5-7-16-22-35-28-36(35)24-17-12-9-8-10-14-19-25-39(42)49-31-38(32-52-55(47,48)51-30-37(41)29-50-54(44,45)46)53-40(43)26-20-15-11-13-18-23-34-27-33(34)21-6-4-2/h33-38,41H,3-32H2,1-2H3,(H,47,48)(H2,44,45,46)/t33?,34?,35?,36?,37-,38-",,,,,,,,,,
"PGP(19:0cycv8c/16:0)","C41H80O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H80O13P2/c1-3-5-7-9-10-11-12-13-14-15-18-22-26-30-41(44)54-39(35-53-56(48,49)52-33-38(42)32-51-55(45,46)47)34-50-40(43)29-25-21-19-16-17-20-24-28-37-31-36(37)27-23-8-6-4-2/h36-39,42H,3-35H2,1-2H3,(H,48,49)(H2,45,46,47)/t36?,37?,38-,39-/m1/s1",,,,,,,,,,
"PGP(19:0cycv8c/16:1(9Z))","C41H78O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H78O13P2/c1-3-5-7-9-10-11-12-13-14-15-18-22-26-30-41(44)54-39(35-53-56(48,49)52-33-38(42)32-51-55(45,46)47)34-50-40(43)29-25-21-19-16-17-20-24-28-37-31-36(37)27-23-8-6-4-2/h11-12,36-39,42H,3-10,13-35H2,1-2H3,(H,48,49)(H2,45,46,47)/b12-11-/t36?",,,,,,,,,,
"PGP(19:0cycv8c/19:0cycv8c)","C44H84O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C44H84O13P2/c1-3-5-7-19-25-37-31-39(37)27-21-15-11-9-13-17-23-29-43(46)53-35-42(36-56-59(51,52)55-34-41(45)33-54-58(48,49)50)57-44(47)30-24-18-14-10-12-16-22-28-40-32-38(40)26-20-8-6-4-2/h37-42,45H,3-36H2,1-2H3,(H,51,52)(H2,48,49,50)/t37?,38?,39?",,,,,,,,,,
"PGP(19:iso/10:0(3-OH))","C35H70O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H70O14P2/c1-4-5-6-16-20-23-31(36)25-35(39)49-33(29-48-51(43,44)47-27-32(37)26-46-50(40,41)42)28-45-34(38)24-21-18-15-13-11-9-7-8-10-12-14-17-19-22-30(2)3/h30-33,36-37H,4-29H2,1-3H3,(H,43,44)(H2,40,41,42)/t31?,32-,33+/m0/s1",,,,,,,,,,
"PGP(19:iso/10:0)","C35H70O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H70O13P2/c1-4-5-6-7-15-20-23-26-35(38)48-33(30-47-50(42,43)46-28-32(36)27-45-49(39,40)41)29-44-34(37)25-22-19-17-14-12-10-8-9-11-13-16-18-21-24-31(2)3/h31-33,36H,4-30H2,1-3H3,(H,42,43)(H2,39,40,41)/t32-,33+/m0/s1",,,,,,,,,,
"PGP(19:iso/12:0(3-OH))","C37H74O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H74O14P2/c1-4-5-6-7-15-19-22-25-33(38)27-37(41)51-35(31-50-53(45,46)49-29-34(39)28-48-52(42,43)44)30-47-36(40)26-23-20-17-14-12-10-8-9-11-13-16-18-21-24-32(2)3/h32-35,38-39H,4-31H2,1-3H3,(H,45,46)(H2,42,43,44)/t33?,34-,35+/m0/s1",,,,,,,,,,
"PGP(19:iso/12:0)","C37H74O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H74O13P2/c1-4-5-6-7-8-14-19-22-25-28-37(40)50-35(32-49-52(44,45)48-30-34(38)29-47-51(41,42)43)31-46-36(39)27-24-21-18-16-13-11-9-10-12-15-17-20-23-26-33(2)3/h33-35,38H,4-32H2,1-3H3,(H,44,45)(H2,41,42,43)/t34-,35+/m0/s1",,,,,,,,,,
"PGP(19:iso/14:0(3-OH))","C39H78O14P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H78O14P2/c1-4-5-6-7-8-14-18-21-24-27-35(40)29-39(43)53-37(33-52-55(47,48)51-31-36(41)30-50-54(44,45)46)32-49-38(42)28-25-22-19-16-13-11-9-10-12-15-17-20-23-26-34(2)3/h34-37,40-41H,4-33H2,1-3H3,(H,47,48)(H2,44,45,46)/t35?,36-,37+/m0/s1",,,,,,,,,,
"PGP(19:iso/14:0)","C39H78O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H78O13P2/c1-4-5-6-7-8-9-13-18-21-24-27-30-39(42)52-37(34-51-54(46,47)50-32-36(40)31-49-53(43,44)45)33-48-38(41)29-26-23-20-17-15-12-10-11-14-16-19-22-25-28-35(2)3/h35-37,40H,4-34H2,1-3H3,(H,46,47)(H2,43,44,45)/t36-,37+/m0/s1",,,,,,,,,,
"PGP(19:iso/15:0)","C40H80O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H80O13P2/c1-4-5-6-7-8-9-10-15-19-22-25-28-31-40(43)53-38(35-52-55(47,48)51-33-37(41)32-50-54(44,45)46)34-49-39(42)30-27-24-21-18-16-13-11-12-14-17-20-23-26-29-36(2)3/h36-38,41H,4-35H2,1-3H3,(H,47,48)(H2,44,45,46)/t37-,38+/m0/s1",,,,,,,,,,
"PGP(19:iso/15:0cyclo)","C40H78O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C40H78O13P2/c1-4-5-25-35-29-36(35)26-21-17-15-19-23-28-40(43)53-38(33-52-55(47,48)51-31-37(41)30-50-54(44,45)46)32-49-39(42)27-22-18-14-12-10-8-6-7-9-11-13-16-20-24-34(2)3/h34-38,41H,4-33H2,1-3H3,(H,47,48)(H2,44,45,46)/t35?,36?,37-,38+/m0/s1",,,,,,,,,,
"PGP(19:iso/16:1(9Z))","C41H80O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C41H80O13P2/c1-4-5-6-7-8-9-10-12-17-20-23-26-29-32-41(44)54-39(36-53-56(48,49)52-34-38(42)33-51-55(45,46)47)35-50-40(43)31-28-25-22-19-16-14-11-13-15-18-21-24-27-30-37(2)3/h9-10,37-39,42H,4-8,11-36H2,1-3H3,(H,48,49)(H2,45,46,47)/b10-9-/t38-,39+/m",,,,,,,,,,
"PGP(19:iso/18:1(9Z))","C43H84O13P2",0.00000,"[M+H]+","[M-H]-","InChI=1S/C43H84O13P2/c1-4-5-6-7-8-9-10-11-12-15-19-22-25-28-31-34-43(46)56-41(38-55-58(50,51)54-36-40(44)35-53-57(47,48)49)37-52-42(45)33-30-27-24-21-18-16-13-14-17-20-23-26-29-32-39(2)3/h11-12,39-41,44H,4-10,13-38H2,1-3H3,(H,50,51)(H2,47,48,49)/b12-11-/t",,,,,,,,,,
"PE(14:0/15:0cyclo)","C34H66NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H66NO8P/c1-3-5-7-8-9-10-11-12-13-16-19-23-33(36)40-28-32(29-42-44(38,39)41-26-25-35)43-34(37)24-20-17-14-15-18-22-31-27-30(31)21-6-4-2/h30-32H,3-29,35H2,1-2H3,(H,38,39)/t30?,31?,32-/m1/s1",,,,,,,,,,
"PE(14:0/19:0cycv8c)","C38H74NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C38H74NO8P/c1-3-5-7-9-10-11-12-13-16-19-23-27-37(40)44-32-36(33-46-48(42,43)45-30-29-39)47-38(41)28-24-20-17-14-15-18-22-26-35-31-34(35)25-21-8-6-4-2/h34-36H,3-33,39H2,1-2H3,(H,42,43)/t34?,35?,36-/m1/s1",,,,,,,,,,
"PE(14:0/19:0cycw8c)","C38H74NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C38H74NO8P/c1-3-5-7-9-10-11-12-13-14-19-23-27-37(40)44-32-36(33-46-48(42,43)45-30-29-39)47-38(41)28-24-20-16-15-18-22-26-35-31-34(35)25-21-17-8-6-4-2/h34-36H,3-33,39H2,1-2H3,(H,42,43)/t34?,35?,36-/m1/s1",,,,,,,,,,
"PE(15:0cyclo/14:0)","C34H66NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C34H66NO8P/c1-3-5-7-8-9-10-11-12-13-16-20-24-34(37)43-32(29-42-44(38,39)41-26-25-35)28-40-33(36)23-19-17-14-15-18-22-31-27-30(31)21-6-4-2/h30-32H,3-29,35H2,1-2H3,(H,38,39)/t30?,31?,32-/m1/s1",,,,,,,,,,
"PE(15:0cyclo/15:0cyclo)","C35H66NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C35H66NO8P/c1-3-5-17-29-25-31(29)19-13-9-7-11-15-21-34(37)41-27-33(28-43-45(39,40)42-24-23-36)44-35(38)22-16-12-8-10-14-20-32-26-30(32)18-6-4-2/h29-33H,3-28,36H2,1-2H3,(H,39,40)/t29?,30?,31?,32?,33-/m1/s1",,,,,,,,,,
"PE(15:0cyclo/16:0)","C36H70NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C36H70NO8P/c1-3-5-7-8-9-10-11-12-13-14-15-18-22-26-36(39)45-34(31-44-46(40,41)43-28-27-37)30-42-35(38)25-21-19-16-17-20-24-33-29-32(33)23-6-4-2/h32-34H,3-31,37H2,1-2H3,(H,40,41)/t32?,33?,34-/m1/s1",,,,,,,,,,
"PE(15:0cyclo/17:0cycw7c)","C37H70NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C37H70NO8P/c1-3-5-7-14-20-33-28-34(33)22-16-11-9-13-18-24-37(40)46-35(30-45-47(41,42)44-26-25-38)29-43-36(39)23-17-12-8-10-15-21-32-27-31(32)19-6-4-2/h31-35H,3-30,38H2,1-2H3,(H,41,42)/t31?,32?,33?,34?,35-/m1/s1",,,,,,,,,,
"PE(15:0cyclo/19:0cycv8c)","C39H74NO8P",0.00000,"[M+H]+","[M-H]-","InChI=1S/C39H74NO8P/c1-3-5-7-16-22-35-30-36(35)24-17-12-9-8-10-14-20-26-39(42)48-37(32-47-49(43,44)46-28-27-40)31-45-38(41)25-19-15-11-13-18-23-34-29-33(34)21-6-4-2/h33-37H,3-32,40H2,1-2H3,(H,43,44)/t33?,34?,35?,36?,37-/m1/s1",,,,,,,,,,
